epoch,accuracy,loss,val_accuracy,val_loss
0,0.0979200005531311,3.935692548751831,0.17720000445842743,3.4484782218933105
1,0.21673999726772308,3.219115972518921,0.2535000145435333,3.0715160369873047
2,0.27752000093460083,2.9021785259246826,0.2874999940395355,2.8967783451080322
3,0.3212200105190277,2.693333864212036,0.31209999322891235,2.768815517425537
4,0.3547399938106537,2.5274906158447266,0.3278000056743622,2.7030065059661865
5,0.3857400119304657,2.388439178466797,0.3395000100135803,2.66987943649292
6,0.4111799895763397,2.2689661979675293,0.3411000072956085,2.69580340385437
7,0.4325999915599823,2.16867995262146,0.3529999852180481,2.655010938644409
8,0.44995999336242676,2.088322877883911,0.36079999804496765,2.6457314491271973
9,0.46502000093460083,2.0214452743530273,0.3677999973297119,2.606236457824707
10,0.4788399934768677,1.9587165117263794,0.36320000886917114,2.633263349533081
11,0.49243998527526855,1.898400902748108,0.3562999963760376,2.6907122135162354
12,0.5070400238037109,1.8396446704864502,0.35760000348091125,2.7164175510406494
13,0.5212399959564209,1.7833826541900635,0.3549000024795532,2.778276205062866
14,0.528980016708374,1.7370100021362305,0.3504999876022339,2.8009045124053955
15,0.5375000238418579,1.7036036252975464,0.34599998593330383,2.8580403327941895
16,0.5460600256919861,1.659712314605713,0.3440999984741211,2.9369566440582275
17,0.5580599904060364,1.6113574504852295,0.34310001134872437,2.996997356414795
18,0.5728399753570557,1.559514045715332,0.34200000762939453,3.0875601768493652
19,0.5821200013160706,1.517321228981018,0.336899995803833,3.173537254333496
20,0.5924000144004822,1.4765907526016235,0.33329999446868896,3.223349094390869
21,0.5946000218391418,1.4555442333221436,0.33629998564720154,3.301929235458374
22,0.601580023765564,1.4266319274902344,0.34060001373291016,3.3321948051452637
23,0.6072800159454346,1.3991944789886475,0.34130001068115234,3.3674542903900146
24,0.6154400110244751,1.3636232614517212,0.33309999108314514,3.5173614025115967
25,0.6233599781990051,1.3276519775390625,0.32919999957084656,3.637702226638794
26,0.632860004901886,1.2869138717651367,0.32499998807907104,3.760605812072754
27,0.6383799910545349,1.2665705680847168,0.3314000070095062,3.811300754547119
28,0.6418200135231018,1.2456244230270386,0.3301999866962433,3.877044916152954
29,0.6476600170135498,1.2254160642623901,0.32710000872612,3.9897000789642334
