epoch,accuracy,loss,val_accuracy,val_loss
0,0.7953590750694275,0.648792028427124,0.9092819094657898,0.3062327206134796
1,0.8728514313697815,0.40148696303367615,0.9111917614936829,0.29778340458869934
2,0.879392683506012,0.3697602152824402,0.903743326663971,0.32199540734291077
3,0.8875572681427002,0.3426835536956787,0.9195951223373413,0.27443909645080566
4,0.8905653357505798,0.3352966606616974,0.9052711725234985,0.30728310346603394
5,0.8956741690635681,0.3215085566043854,0.9186401963233948,0.2707025408744812
6,0.8997326493263245,0.31433674693107605,0.9161573648452759,0.2784370183944702
7,0.8983957171440125,0.31136447191238403,0.9058441519737244,0.32300373911857605
8,0.9016902446746826,0.3073665201663971,0.9096638560295105,0.31347203254699707
9,0.8983957171440125,0.3083856403827667,0.9090909361839294,0.3097696900367737
10,0.8720874786376953,0.39592409133911133,0.9283804297447205,0.24751487374305725
11,0.9182104468345642,0.23547382652759552,0.9304812550544739,0.23539245128631592
12,0.941224217414856,0.16642485558986664,0.9360198378562927,0.25282400846481323
13,0.9548319578170776,0.12635110318660736,0.9291443824768066,0.24997636675834656
14,0.963760495185852,0.0993986651301384,0.9329640865325928,0.246742382645607
15,0.9720683693885803,0.07645738869905472,0.9350649118423462,0.24892735481262207
16,0.9782754182815552,0.06336420774459839,0.9348739385604858,0.2563306391239166
17,0.9807581901550293,0.05564650148153305,0.923032820224762,0.3073555827140808
18,0.9820473790168762,0.04980674013495445,0.9220778942108154,0.31283509731292725
19,0.9827635884284973,0.04862310737371445,0.9245607256889343,0.30604779720306396
20,0.9844824075698853,0.04487947002053261,0.9218869209289551,0.3466804027557373
21,0.9877291917800903,0.03385493904352188,0.9358288645744324,0.28394001722335815
22,0.9873949289321899,0.03524688631296158,0.908708930015564,0.4077974557876587
23,0.9883021116256714,0.03319850564002991,0.9234148263931274,0.3361494243144989
24,0.9901164770126343,0.02791726216673851,0.9257066249847412,0.32934674620628357
25,0.9898777604103088,0.030270161107182503,0.9253246784210205,0.3336574137210846
26,0.9912624359130859,0.026045339182019234,0.9302902817726135,0.30678805708885193
27,0.9914534091949463,0.02491571195423603,0.9358288645744324,0.31223395466804504
28,0.9946046471595764,0.01729123480618,0.9407945275306702,0.28798821568489075
29,0.9953685998916626,0.014743720181286335,0.9375477433204651,0.2931783199310303
